Blues        	&            	1
Blues        	a            	21
Blues        	about        	1
Blues        	again        	1
Blues        	ah           	1
Blues        	ai           	1
Blues        	all          	3
Blues        	alley        	6
Blues        	am           	6
Blues        	and          	10
Blues        	anni         	1
Blues        	are          	6
Blues        	at           	2
Blues        	away         	2
Blues        	b            	1
Blues        	babi         	3
Blues        	back         	2
Blues        	be           	3
Blues        	been         	5
Blues        	befor        	2
Blues        	better       	10
Blues        	blow         	2
Blues        	boy          	1
Blues        	brave        	1
Blues        	but          	11
Blues        	ca           	1
Blues        	callin       	3
Blues        	cat          	1
Blues        	caus         	1
Blues        	cop          	1
Blues        	could        	1
Blues        	crap         	1
Blues        	crime        	1
Blues        	cruel        	3
Blues        	day          	3
Blues        	did          	1
Blues        	do           	6
Blues        	door         	1
Blues        	down         	5
Blues        	easi         	1
Blues        	engin        	2
Blues        	ever         	4
Blues        	face         	1
Blues        	find         	2
Blues        	for          	6
Blues        	from         	2
Blues        	game         	1
Blues        	get          	2
Blues        	gin          	3
Blues        	goin         	1
Blues        	gonna        	2
Blues        	good         	3
Blues        	gotta        	3
Blues        	gun          	1
Blues        	had          	6
Blues        	hand         	1
Blues        	has          	2
Blues        	have         	12
Blues        	he           	2
Blues        	heard        	4
Blues        	here         	1
Blues        	hey          	16
Blues        	his          	2
Blues        	hope         	1
Blues        	hot          	1
Blues        	how          	3
Blues        	i            	33
Blues        	if           	6
Blues        	in           	1
Blues        	insid        	1
Blues        	into         	3
Blues        	is           	5
Blues        	it           	10
Blues        	jame         	1
Blues        	keep         	1
Blues        	kill         	1
Blues        	killin       	1
Blues        	know         	4
Blues        	left         	1
Blues        	line         	1
Blues        	lip          	1
Blues        	livin        	2
Blues        	long         	1
Blues        	lord         	2
Blues        	love         	4
Blues        	make         	1
Blues        	mani         	8
Blues        	me           	3
Blues        	mean         	2
Blues        	might        	3
Blues        	mind         	1
Blues        	more         	1
Blues        	my           	8
Blues        	never        	1
Blues        	nobodi       	4
Blues        	not          	11
Blues        	o            	1
Blues        	of           	1
Blues        	oh           	1
Blues        	old          	2
Blues        	on           	5
Blues        	over         	1
Blues        	pan          	1
Blues        	peep         	1
Blues        	pen          	1
Blues        	peopl        	3
Blues        	pistol       	1
Blues        	place        	4
Blues        	point        	1
Blues        	put          	1
Blues        	rattl        	1
Blues        	realli       	7
Blues        	rememb       	3
Blues        	resist       	1
Blues        	ride         	4
Blues        	right        	1
Blues        	road         	4
Blues        	roll         	1
Blues        	rub          	1
Blues        	run          	1
Blues        	said         	1
Blues        	salt         	3
Blues        	same         	1
Blues        	satisfi      	2
Blues        	saw          	1
Blues        	scream       	1
Blues        	see          	4
Blues        	shake        	1
Blues        	shoot        	1
Blues        	so           	11
Blues        	some         	1
Blues        	somebodi     	1
Blues        	someth       	1
Blues        	sound        	1
Blues        	stand        	4
Blues        	stay         	2
Blues        	straight     	1
Blues        	sweet        	1
Blues        	that         	6
Blues        	the          	18
Blues        	their        	3
Blues        	there        	4
Blues        	they         	2
Blues        	thing        	3
Blues        	this         	2
Blues        	thought      	1
Blues        	through      	1
Blues        	time         	2
Blues        	tin          	1
Blues        	to           	17
Blues        	too          	1
Blues        	took         	3
Blues        	train        	4
Blues        	truth        	3
Blues        	turn         	1
Blues        	up           	1
Blues        	veri         	1
Blues        	voic         	1
Blues        	wait         	1
Blues        	walk         	1
Blues        	wanna        	2
Blues        	want         	1
Blues        	was          	10
Blues        	well         	4
Blues        	went         	1
Blues        	what         	3
Blues        	when         	2
Blues        	whistl       	2
Blues        	who          	3
Blues        	will         	3
Blues        	window       	2
Blues        	wine         	3
Blues        	with         	3
Blues        	woman        	1
Blues        	word         	1
Blues        	workin       	1
Blues        	wound        	3
Blues        	yeah         	3
Blues        	you          	15
Blues        	your         	1
Blues        	–            	1
Country      	a            	52
Country      	about        	2
Country      	abov         	1
Country      	across       	1
Country      	after        	1
Country      	ahhh         	4
Country      	all          	15
Country      	alon         	3
Country      	alright      	1
Country      	am           	10
Country      	amen         	1
Country      	an           	8
Country      	and          	43
Country      	angri        	2
Country      	anoth        	5
Country      	answer       	1
Country      	anymor       	3
Country      	anyth        	4
Country      	are          	16
Country      	around       	2
Country      	as           	3
Country      	at           	4
Country      	attent       	1
Country      	attitud      	1
Country      	away         	3
Country      	babi         	35
Country      	back         	6
Country      	be           	6
Country      	been         	6
Country      	befor        	7
Country      	beg          	1
Country      	belief       	2
Country      	believ       	1
Country      	bell         	9
Country      	belong       	2
Country      	best         	1
Country      	better       	5
Country      	bill         	1
Country      	birthday     	1
Country      	blame        	1
Country      	blow         	1
Country      	blue         	6
Country      	book         	1
Country      	bore         	2
Country      	break        	1
Country      	bright       	1
Country      	broken       	3
Country      	buri         	1
Country      	but          	24
Country      	by           	1
Country      	ca           	12
Country      	call         	2
Country      	can          	6
Country      	care         	3
Country      	caught       	1
Country      	caus         	7
Country      	chang        	5
Country      	cheat        	1
Country      	circl        	1
Country      	close        	1
Country      	come         	12
Country      	compani      	1
Country      	could        	1
Country      	cowboy       	2
Country      	crack        	1
Country      	crazi        	2
Country      	cri          	12
Country      	crow         	1
Country      	crown        	3
Country      	danc         	2
Country      	dare         	1
Country      	darl         	9
Country      	dash         	1
Country      	day          	5
Country      	dead         	1
Country      	declin       	2
Country      	did          	2
Country      	die          	3
Country      	do           	13
Country      	dog          	1
Country      	doin         	7
Country      	door         	1
Country      	down         	14
Country      	downtown     	3
Country      	dress        	3
Country      	drink        	2
Country      	each         	2
Country      	els          	2
Country      	em           	1
Country      	enough       	1
Country      	envi         	1
Country      	even         	1
Country      	ever         	8
Country      	everi        	2
Country      	everyday     	2
Country      	everyth      	1
Country      	everywher    	1
Country      	explain      	1
Country      	face         	3
Country      	fact         	1
Country      	fade         	1
Country      	fall         	1
Country      	feather      	1
Country      	feel         	5
Country      	feelin       	5
Country      	feet         	2
Country      	felt         	3
Country      	field        	1
Country      	fight        	1
Country      	final        	1
Country      	find         	3
Country      	flew         	1
Country      	flower       	1
Country      	for          	9
Country      	forev        	1
Country      	forget       	1
Country      	forgiv       	2
Country      	found        	2
Country      	friend       	4
Country      	fun          	5
Country      	gave         	2
Country      	get          	8
Country      	girl         	3
Country      	girlfriend   	1
Country      	give         	1
Country      	go           	6
Country      	goin         	1
Country      	gone         	1
Country      	gonna        	10
Country      	good         	1
Country      	got          	28
Country      	green        	1
Country      	ground       	3
Country      	guess        	4
Country      	guy          	1
Country      	gypsi        	6
Country      	had          	2
Country      	hallelujah   	1
Country      	hand         	2
Country      	hang         	1
Country      	hast         	2
Country      	hat          	2
Country      	have         	16
Country      	he           	9
Country      	head         	3
Country      	hear         	5
Country      	heard        	2
Country      	heart        	15
Country      	heel         	1
Country      	help         	3
Country      	her          	3
Country      	here         	3
Country      	hey          	7
Country      	hide         	1
Country      	highway      	3
Country      	him          	6
Country      	his          	2
Country      	holdin       	1
Country      	home         	5
Country      	honki        	2
Country      	hoo          	2
Country      	hope         	3
Country      	hous         	2
Country      	how          	1
Country      	husband      	3
Country      	i            	96
Country      	if           	6
Country      	imagin       	3
Country      	in           	30
Country      	insid        	2
Country      	instrument   	3
Country      	is           	27
Country      	it           	43
Country      	jame         	1
Country      	jesus        	2
Country      	jingl        	16
Country      	joy          	2
Country      	just         	17
Country      	keep         	1
Country      	kickin       	1
Country      	kinda        	1
Country      	kiss         	3
Country      	kissin       	1
Country      	knee         	1
Country      	knew         	1
Country      	know         	6
Country      	last         	1
Country      	laugh        	2
Country      	lead         	1
Country      	learn        	1
Country      	leav         	2
Country      	leavin       	1
Country      	left         	3
Country      	let          	7
Country      	lie          	1
Country      	life         	4
Country      	light        	1
Country      	like         	24
Country      	listen       	1
Country      	littl        	14
Country      	live         	7
Country      	livin        	2
Country      	lone         	2
Country      	long         	1
Country      	look         	6
Country      	loos         	1
Country      	lord         	1
Country      	lose         	3
Country      	lost         	1
Country      	love         	17
Country      	made         	2
Country      	make         	6
Country      	man          	4
Country      	may          	2
Country      	mayb         	2
Country      	me           	40
Country      	met          	1
Country      	might        	1
Country      	mine         	2
Country      	mirror       	1
Country      	miseri       	1
Country      	miss         	2
Country      	misti        	1
Country      	molli        	8
Country      	monkey       	2
Country      	moon         	1
Country      	more         	1
Country      	most         	1
Country      	motion       	1
Country      	much         	3
Country      	music        	1
Country      	my           	31
Country      	myself       	3
Country      	name         	1
Country      	need         	1
Country      	neither      	2
Country      	never        	16
Country      	new          	2
Country      	night        	4
Country      	no           	6
Country      	nobodi       	5
Country      	none         	1
Country      	not          	28
Country      	nothin       	3
Country      	now          	5
Country      	number       	2
Country      	o            	3
Country      	oer          	1
Country      	of           	9
Country      	off          	1
Country      	offic        	1
Country      	oh           	4
Country      	old          	1
Country      	on           	32
Country      	onc          	1
Country      	one          	3
Country      	onli         	2
Country      	open         	6
Country      	or           	4
Country      	our          	1
Country      	out          	1
Country      	pain         	1
Country      	paul         	1
Country      	pay          	1
Country      	peopl        	2
Country      	peter        	3
Country      	pick         	8
Country      	place        	1
Country      	pride        	6
Country      	put          	1
Country      	puttin       	1
Country      	ran          	1
Country      	readi        	1
Country      	realli       	1
Country      	ride         	5
Country      	right        	5
Country      	ring         	1
Country      	rose         	1
Country      	round        	1
Country      	rude         	1
Country      	run          	1
Country      	same         	1
Country      	saturday     	3
Country      	saw          	3
Country      	say          	4
Country      	seem         	1
Country      	seen         	1
Country      	sent         	1
Country      	settl        	3
Country      	shame        	1
Country      	she          	3
Country      	shoe         	2
Country      	should       	2
Country      	side         	2
Country      	sin          	3
Country      	sinc         	2
Country      	sing         	3
Country      	sleigh       	8
Country      	smile        	1
Country      	smoke        	1
Country      	snow         	1
Country      	so           	7
Country      	some         	4
Country      	somebodi     	1
Country      	someon       	2
Country      	sometim      	1
Country      	song         	2
Country      	sore         	1
Country      	soul         	6
Country      	sound        	3
Country      	speed        	1
Country      	spirit       	1
Country      	spoken       	2
Country      	spread       	1
Country      	st           	3
Country      	star         	1
Country      	start        	3
Country      	still        	5
Country      	strang       	1
Country      	style        	1
Country      	such         	2
Country      	sun          	3
Country      	suppos       	1
Country      	swear        	1
Country      	sweet        	1
Country      	sweetest     	1
Country      	take         	8
Country      	talk         	3
Country      	tell         	14
Country      	than         	5
Country      	that         	17
Country      	the          	64
Country      	their        	3
Country      	then         	3
Country      	there        	2
Country      	these        	3
Country      	they         	11
Country      	thing        	2
Country      	think        	4
Country      	this         	5
Country      	those        	1
Country      	through      	3
Country      	tight        	1
Country      	till         	3
Country      	time         	7
Country      	to           	28
Country      	told         	1
Country      	tonight      	2
Country      	too          	1
Country      	toss         	1
Country      	touch        	1
Country      	town         	1
Country      	toy          	2
Country      	track        	1
Country      	trail        	1
Country      	treat        	1
Country      	trembl       	1
Country      	tri          	1
Country      	troubl       	6
Country      	true         	4
Country      	tumbl        	1
Country      	two          	8
Country      	underneath   	1
Country      	up           	15
Country      	upon         	1
Country      	veil         	1
Country      	wait         	1
Country      	wanna        	1
Country      	was          	5
Country      	wast         	3
Country      	way          	14
Country      	we           	3
Country      	wear         	2
Country      	well         	12
Country      	went         	1
Country      	were         	2
Country      	what         	15
Country      	wheel        	1
Country      	when         	11
Country      	where        	5
Country      	wherev       	1
Country      	whi          	29
Country      	while        	4
Country      	white        	1
Country      	who          	1
Country      	wife         	1
Country      	wild         	5
Country      	will         	19
Country      	wind         	1
Country      	wire         	1
Country      	with         	6
Country      	without      	4
Country      	wo           	3
Country      	woman        	2
Country      	wonder       	2
Country      	wonderin     	1
Country      	word         	2
Country      	world        	10
Country      	would        	1
Country      	write        	1
Country      	yeah         	3
Country      	yes          	1
Country      	yet          	1
Country      	you          	84
Country      	young        	1
Country      	your         	20
Electronic   	&            	5
Electronic   	a            	34
Electronic   	about        	1
Electronic   	acid         	1
Electronic   	act          	1
Electronic   	adventur     	11
Electronic   	ah           	3
Electronic   	ai           	1
Electronic   	air          	1
Electronic   	al           	3
Electronic   	all          	11
Electronic   	allein       	1
Electronic   	alon         	2
Electronic   	am           	25
Electronic   	among        	1
Electronic   	an           	2
Electronic   	and          	43
Electronic   	ander        	1
Electronic   	anoth        	1
Electronic   	anymor       	1
Electronic   	anyth        	1
Electronic   	anywher      	2
Electronic   	apolog       	1
Electronic   	are          	45
Electronic   	arm          	1
Electronic   	around       	3
Electronic   	arrow        	2
Electronic   	assum        	1
Electronic   	at           	1
Electronic   	auto         	1
Electronic   	aw           	1
Electronic   	awak         	3
Electronic   	away         	6
Electronic   	babi         	4
Electronic   	back         	1
Electronic   	battl        	1
Electronic   	bay          	1
Electronic   	be           	4
Electronic   	bear         	1
Electronic   	beauti       	1
Electronic   	been         	13
Electronic   	befor        	4
Electronic   	believ       	1
Electronic   	below        	1
Electronic   	beneath      	2
Electronic   	besid        	2
Electronic   	between      	1
Electronic   	blame        	1
Electronic   	bleed        	1
Electronic   	blue         	3
Electronic   	blunt        	1
Electronic   	both         	6
Electronic   	boy          	3
Electronic   	breakin      	9
Electronic   	breath       	2
Electronic   	breez        	2
Electronic   	bring        	3
Electronic   	broke        	1
Electronic   	brown        	5
Electronic   	but          	6
Electronic   	buy          	1
Electronic   	by           	1
Electronic   	ca           	1
Electronic   	came         	1
Electronic   	can          	5
Electronic   	car          	2
Electronic   	carri        	1
Electronic   	caus         	1
Electronic   	ceil         	2
Electronic   	chanc        	3
Electronic   	chang        	4
Electronic   	citi         	1
Electronic   	clear        	1
Electronic   	color        	3
Electronic   	come         	5
Electronic   	concern      	1
Electronic   	cos          	2
Electronic   	could        	4
Electronic   	cri          	1
Electronic   	da           	1
Electronic   	dad          	1
Electronic   	damn         	2
Electronic   	danc         	7
Electronic   	dann         	1
Electronic   	dark         	1
Electronic   	darl         	3
Electronic   	das          	1
Electronic   	daß          	8
Electronic   	deed         	1
Electronic   	deep         	2
Electronic   	den          	2
Electronic   	der          	1
Electronic   	did          	1
Electronic   	die          	6
Electronic   	dig          	2
Electronic   	disgrac      	10
Electronic   	dissolv      	1
Electronic   	distract     	1
Electronic   	do           	16
Electronic   	done         	1
Electronic   	door         	1
Electronic   	down         	3
Electronic   	draw         	1
Electronic   	drawn        	1
Electronic   	dream        	4
Electronic   	drew         	1
Electronic   	drown        	2
Electronic   	dull         	1
Electronic   	earli        	3
Electronic   	earth        	1
Electronic   	ein          	4
Electronic   	einer        	1
Electronic   	einfach      	1
Electronic   	els          	1
Electronic   	empti        	1
Electronic   	end          	1
Electronic   	er           	7
Electronic   	es           	3
Electronic   	even         	1
Electronic   	everi        	1
Electronic   	everyth      	4
Electronic   	everywher    	2
Electronic   	evil         	1
Electronic   	explain      	4
Electronic   	eye          	1
Electronic   	fade         	1
Electronic   	fake         	6
Electronic   	fall         	1
Electronic   	familiar     	4
Electronic   	fantasi      	1
Electronic   	fast         	1
Electronic   	father       	1
