1940	Blues
1956	Country
1963	Country
1967	Pop_Rock
1967	Country
1968	Pop_Rock
1969	Pop_Rock
1969	Pop_Rock
1970	Pop_Rock
1970	Blues
1972	RnB
1972	Pop_Rock
1972	Pop_Rock
1972	Pop_Rock
1975	Pop_Rock
1976	Country
1977	Pop_Rock
1977	Folk
1977	International
1978	Pop_Rock
1978	Pop_Rock
1979	Jazz
1979	Pop_Rock
1979	Pop_Rock
1979	Pop_Rock
1980	Pop_Rock
1980	Pop_Rock
1980	Latin
1980	Jazz
1981	Pop_Rock
1981	Pop_Rock
1982	Pop_Rock
1982	Pop_Rock
1982	Pop_Rock
1982	Reggae
1983	New Age
1985	Pop_Rock
1985	Pop_Rock
1986	Pop_Rock
1986	Pop_Rock
1986	Pop_Rock
1987	Pop_Rock
1987	Pop_Rock
1987	Pop_Rock
1987	Rap
1987	Pop_Rock
1987	Latin
1988	Pop_Rock
1988	Pop_Rock
1989	Blues
1989	Pop_Rock
1989	Blues
1989	Pop_Rock
1990	Pop_Rock
1990	Electronic
1990	Pop_Rock
1990	Rap
1990	Rap
1990	Pop_Rock
1990	Pop_Rock
1990	Pop_Rock
1990	Pop_Rock
1991	Pop_Rock
1991	Pop_Rock
1991	Blues
1991	Pop_Rock
1991	Pop_Rock
1991	Pop_Rock
1992	Jazz
1992	Pop_Rock
1992	Pop_Rock
1992	Pop_Rock
1992	Pop_Rock
1992	Pop_Rock
1992	Rap
1992	Pop_Rock
1993	Electronic
1993	Pop_Rock
1993	Pop_Rock
1993	RnB
1993	Pop_Rock
1993	Pop_Rock
1993	RnB
1993	Blues
1993	Country
1994	Blues
1994	Electronic
1994	Pop_Rock
1994	Blues
1994	Latin
1994	Pop_Rock
1994	Pop_Rock
1994	Reggae
1995	Latin
1995	Pop_Rock
1995	Pop_Rock
1995	Electronic
1995	Electronic
1995	Blues
1995	Pop_Rock
1995	Pop_Rock
1995	Electronic
1995	Pop_Rock
1996	Pop_Rock
1996	Pop_Rock
1996	Rap
1996	Reggae
1996	Pop_Rock
1996	Jazz
1996	New Age
1996	Folk
1996	Pop_Rock
1996	Pop_Rock
1997	Pop_Rock
1997	Pop_Rock
1997	Blues
1997	Pop_Rock
1997	Reggae
1997	Electronic
1997	Pop_Rock
1997	RnB
1998	Pop_Rock
1998	Rap
1998	Pop_Rock
1998	Pop_Rock
1998	RnB
1998	Jazz
1999	Rap
1999	Pop_Rock
1999	Pop_Rock
1999	Pop_Rock
1999	Pop_Rock
1999	RnB
1999	Pop_Rock
1999	New Age
1999	Country
1999	Jazz
2000	Jazz
2000	Pop_Rock
2000	Jazz
2000	RnB
2000	Pop_Rock
2000	Pop_Rock
2000	Rap
2000	Pop_Rock
2000	Pop_Rock
2000	Pop_Rock
2000	Electronic
2000	Rap
2000	Jazz
2000	RnB
2000	Pop_Rock
2000	Electronic
2000	Pop_Rock
2000	Country
2001	Pop_Rock
2001	Electronic
2001	Country
2001	Pop_Rock
2001	Pop_Rock
2001	Pop_Rock
2001	Pop_Rock
2001	Blues
2001	Pop_Rock
2001	Rap
2001	Rap
2001	Rap
2001	Pop_Rock
2001	RnB
2001	Latin
2001	Pop_Rock
2001	Latin
2001	Pop_Rock
2001	Reggae
2001	Electronic
2002	Pop_Rock
2002	Pop_Rock
2002	Pop_Rock
2002	Pop_Rock
2002	RnB
2002	Pop_Rock
2002	Pop_Rock
2002	Pop_Rock
2002	Pop_Rock
2002	Pop_Rock
2002	Rap
2002	Electronic
2002	Pop_Rock
2003	Pop_Rock
2003	Pop_Rock
2003	RnB
2003	Pop_Rock
2003	International
2003	Pop_Rock
2003	Reggae
2003	Pop_Rock
2003	Electronic
2004	Rap
2004	International
2004	Pop_Rock
2004	Pop_Rock
2004	Pop_Rock
2004	Pop_Rock
2004	Rap
2004	Rap
2004	Rap
2004	Pop_Rock
2004	Pop_Rock
2004	Pop_Rock
2004	Electronic
2004	Pop_Rock
2005	Pop_Rock
2005	Rap
2005	Latin
2005	Pop_Rock
2005	Pop_Rock
2005	Rap
2005	Pop_Rock
2005	Blues
2005	Pop_Rock
2005	RnB
2005	Pop_Rock
2005	Electronic
2005	Jazz
2005	Blues
2005	Pop_Rock
2005	Country
2005	Pop_Rock
2005	Pop_Rock
2005	Jazz
2005	Rap
2005	Pop_Rock
2005	Electronic
2005	Country
2006	Electronic
2006	Pop_Rock
2006	Pop_Rock
2006	Blues
2006	Pop_Rock
2006	Reggae
2006	Electronic
2006	Pop_Rock
2006	Electronic
2006	Pop_Rock
2006	Pop_Rock
2006	Blues
2006	Pop_Rock
2006	Pop_Rock
2006	Pop_Rock
2006	Pop_Rock
2006	Rap
2006	Pop_Rock
2006	Pop_Rock
2006	Pop_Rock
2006	Electronic
2006	Pop_Rock
2006	Latin
2006	Folk
2006	Pop_Rock
2006	Pop_Rock
2007	Pop_Rock
2007	Pop_Rock
2007	Pop_Rock
2007	Folk
2007	Pop_Rock
2007	Pop_Rock
2007	Rap
2007	Blues
2007	Pop_Rock
2007	Pop_Rock
2007	Pop_Rock
2007	Jazz
2008	Pop_Rock
2008	Pop_Rock
2008	RnB
2008	Pop_Rock
2008	Pop_Rock
2008	Rap
2008	Rap
2008	Reggae
2008	Pop_Rock
2008	Electronic
2008	Pop_Rock
2008	Pop_Rock
2008	Pop_Rock
2008	Pop_Rock
2008	Pop_Rock
2008	Rap
2008	Reggae
2008	Pop_Rock
2008	Pop_Rock
2008	Pop_Rock
2008	Pop_Rock
2009	Jazz
2009	Pop_Rock
2009	Pop_Rock
2009	Pop_Rock
2009	Rap
2009	Electronic
2009	Pop_Rock
2009	Pop_Rock
2009	Pop_Rock
2009	Rap
2009	Rap
2009	Pop_Rock
2009	Electronic
2009	Pop_Rock
2010	Pop_Rock
2010	Electronic
2010	Blues
2010	Pop_Rock
2010	Pop_Rock
2010	Jazz
2010	RnB
